Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,AVERAGE_NormPSM,SD_NormPSM,Functional_Category,SEM_NormPSM
A0A8J5IRS2,60S ribosomal protein L21 OS=Zingiber officinale OX=94328 GN=ZIOFF_002854 PE=3 SV=1,18.7,0.0,0.0,38116056.0,,,22.0,0.0,0.0,21.185504971219256,21.185504971219256,0.0,Protein Synthesis,0.0
A0A8J5II99,L-ascorbate peroxidase OS=Zingiber officinale OX=94328 GN=ZIOFF_000767 PE=3 SV=1,27.3,0.0,0.0,229574.328125,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Antioxidant,0.0
A0A8J5IER1,KOW domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_006657 PE=3 SV=1,38.1,436217.46875,0.0,843436.875,13.0,,14.0,13.880620829706992,0.0,13.481684981684982,13.681152905695987,0.28209024339476907,Other,0.16286487795973698
A0A8J5I8L1,YTH domain-containing family protein OS=Zingiber officinale OX=94328 GN=ZIOFF_002986 PE=3 SV=1,78.0,1076434.5625,0.0,873868.21875,4.0,,4.0,4.270960255294459,0.0,3.851909994767138,4.0614351250307985,0.2963132808768581,Other,0.17107655247871523
A0A8J5I688,T-complex protein 1 subunit epsilon OS=Zingiber officinale OX=94328 GN=ZIOFF_011509 PE=3 SV=1,71.3,0.0,0.0,310725.625,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Other,0.0
A0A8J5I4A7,glutathione transferase OS=Zingiber officinale OX=94328 GN=ZIOFF_001912 PE=3 SV=1,25.3,779517.53125,0.0,1046418.3125,3.0,,3.0,3.203220191470844,0.0,2.8889324960753533,3.0460763437730987,0.22223496065764356,Antioxidant,0.12830741435903642
A0A8J5I145,Nucleolar protein 56 OS=Zingiber officinale OX=94328 GN=ZIOFF_003756 PE=3 SV=1,49.4,0.0,0.0,3589370.0234375,,,4.0,0.0,0.0,3.851909994767138,3.851909994767138,0.0,Other,0.0
A0A8J5HYY0,Small ribosomal subunit protein uS17 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_004309 PE=3 SV=1,34.0,0.0,0.0,2109792.25,,,14.0,0.0,0.0,13.481684981684982,13.481684981684982,0.0,Protein Synthesis,0.0
A0A8J5HU15,Arf-GAP domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_000778 PE=3 SV=1,123.0,0.0,0.0,1213394.453125,,,45.0,0.0,0.0,43.333987441130304,43.333987441130304,0.0,Other,0.0
A0A8J5HSX6,Nucleosome assembly protein 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_008581 PE=3 SV=1,31.7,0.0,0.0,704515.453125,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Other,0.0
A0A8J5HRE9,GH16 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_012847 PE=4 SV=1,40.7,357046.84375,0.0,308746.9375,4.0,,4.0,4.270960255294459,0.0,3.851909994767138,4.0614351250307985,0.2963132808768581,Other,0.17107655247871523
A0A8J5HP40,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_010436 PE=3 SV=1,80.3,0.0,0.0,2220310.078125,,,17.0,0.0,0.0,16.370617477760334,16.370617477760334,0.0,Other,0.0
A0A8J5HJX8,protein-synthesizing GTPase OS=Zingiber officinale OX=94328 GN=ZIOFF_017906 PE=4 SV=1,50.6,0.0,0.0,804515.375,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Other,0.0
A0A8J5HGS0,Calcineurin-like phosphoesterase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_016721 PE=3 SV=1,51.7,0.0,0.0,1132809.0625,,,6.0,0.0,0.0,5.777864992150707,5.777864992150707,0.0,Lipid Metabolism,0.0
A0A8J5HDQ2,40S ribosomal protein S15 OS=Zingiber officinale OX=94328 GN=ZIOFF_023108 PE=3 SV=1,25.2,5812044.0,0.0,5585019.21875,21.0,,19.0,22.42254134029591,0.0,18.296572475143904,20.359556907719906,2.91750056351358,Protein Synthesis,1.6844197357054502
A0A8J5H162,Fibrillarin 2 OS=Zingiber officinale OX=94328 GN=ZIOFF_020916 PE=3 SV=1,38.2,472748.1875,0.0,939128.765625,3.0,,4.0,3.203220191470844,0.0,3.851909994767138,3.527565093118991,0.4586929587973771,Other,0.2648265032370516
A0A8J5GZ71,Eukaryotic translation initiation factor 3 subunit A OS=Zingiber officinale OX=94328 GN=ZIOFF_023464 PE=3 SV=1,112.2,0.0,0.0,346383.5,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Protein Synthesis,0.0
A0A8J5GY21,40S ribosomal protein S26 OS=Zingiber officinale OX=94328 GN=ZIOFF_026880 PE=3 SV=1,14.7,0.0,0.0,437375.125,,,12.0,0.0,0.0,11.555729984301413,11.555729984301413,0.0,Protein Synthesis,0.0
A0A8J5GIU4,Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_036623 PE=3 SV=1,60.4,0.0,0.0,9777808.203125,,,19.0,0.0,0.0,18.296572475143904,18.296572475143904,0.0,Antioxidant,0.0
A0A8J5GHG1,RRM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_031356 PE=4 SV=1,62.1,0.0,0.0,352293.625,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Other,0.0
A0A8J5G3Z4,Histidine kinase/HSP90-like ATPase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_040885 PE=3 SV=1,95.0,0.0,0.0,49021.44921875,,,11.0,0.0,0.0,10.592752485609628,10.592752485609628,0.0,Anti-stress/HSP,0.0
A0A8J5FZU8,"glucan endo-1,3-beta-D-glucosidase OS=Zingiber officinale OX=94328 GN=ZIOFF_038688 PE=3 SV=1",52.9,432542.0703125,0.0,678830.234375,3.0,,4.0,3.203220191470844,0.0,3.851909994767138,3.527565093118991,0.4586929587973771,Other,0.2648265032370516
A0A8J5FWM1,Translation elongation factor EF1B beta/delta subunit guanine nucleotide exchange domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_046770 PE=3 SV=1,30.4,0.0,0.0,2013026.9375,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Protein Synthesis,0.0
A0A8J5FRB4,Superoxide dismutase OS=Zingiber officinale OX=94328 GN=ZIOFF_049485 PE=3 SV=1,26.6,0.0,0.0,535286.875,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Antioxidant,0.0
A0A8J5FP29,UDP-glucuronic acid decarboxylase 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_049895 PE=3 SV=1,45.2,0.0,0.0,348691.390625,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Other,0.0
A0A8J5FNX9,40S ribosomal protein S17 OS=Zingiber officinale OX=94328 GN=ZIOFF_056620 PE=3 SV=1,69.6,15165198.0,0.0,55006208.53125,18.0,,19.0,19.219321148825067,0.0,18.296572475143904,18.757946811984485,0.6524818444908429,Protein Synthesis,0.37671056855813173
A0A8J5FCL2,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase OS=Zingiber officinale OX=94328 GN=ZIOFF_057497 PE=3 SV=1,84.7,1277243.65625,0.0,668851.1875,13.0,,17.0,13.880620829706992,0.0,16.370617477760334,15.125619153733663,1.7606935149702914,Other,1.0165368748285262
A0A8J5FB99,chitinase OS=Zingiber officinale OX=94328 GN=ZIOFF_058535 PE=3 SV=1,28.5,0.0,0.0,748210.578125,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Defense/Immunity,0.0
A0A8J5F877,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_058588 PE=4 SV=1,108.0,1094955.125,0.0,1106373.6875,3.0,,4.0,3.203220191470844,0.0,3.851909994767138,3.527565093118991,0.4586929587973771,Other,0.2648265032370516
A0A8J5F7F6,glutathione transferase OS=Zingiber officinale OX=94328 GN=ZIOFF_059440 PE=3 SV=1,24.4,0.0,0.0,3404820.0625,,,10.0,0.0,0.0,9.629774986917845,9.629774986917845,0.0,Antioxidant,0.0
A0A8J5F6J2,Aspartyl aminopeptidase OS=Zingiber officinale OX=94328 GN=ZIOFF_063463 PE=3 SV=1,53.9,0.0,0.0,5406283.078125,,,17.0,0.0,0.0,16.370617477760334,16.370617477760334,0.0,Other,0.0
A0A8J5F3V9,Phosphofructokinase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_066753 PE=4 SV=1,54.0,0.0,0.0,3261469.734375,,,9.0,0.0,0.0,8.66679748822606,8.66679748822606,0.0,Other,0.0
A0A8J5F2N1,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_063818 PE=3 SV=1,11.6,0.0,0.0,1694313.0,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Other,0.0
A0A8J5F152,Eukaryotic translation initiation factor 3 subunit A OS=Zingiber officinale OX=94328 GN=ZIOFF_062466 PE=3 SV=1,126.9,1338954.25,0.0,0.0,6.0,,3.0,6.406440382941688,0.0,2.8889324960753533,4.6476864395085205,2.4872536796803493,Protein Synthesis,1.436016581506337
A0A8J5EY03,ERBB-3 BINDING PROTEIN 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_064945 PE=3 SV=1,43.3,634493.375,0.0,879725.1875,2.0,,2.0,2.1354801276472295,0.0,1.925954997383569,2.0307175625153993,0.14815664043842905,Other,0.08553827623935761
A0A8J5EWZ9,Vesicle-fusing ATPase OS=Zingiber officinale OX=94328 GN=ZIOFF_065310 PE=3 SV=1,84.6,0.0,0.0,820919.3125,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Other,0.0
A0A8J5EWF6,Tubulin alpha chain OS=Zingiber officinale OX=94328 GN=ZIOFF_064765 PE=3 SV=1,58.3,0.0,0.0,514462.296875,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Other,0.0
A0A8J5EUB1,glycerophosphodiester phosphodiesterase OS=Zingiber officinale OX=94328 GN=ZIOFF_071138 PE=3 SV=1,86.4,0.0,0.0,0.0,,,5.0,0.0,0.0,4.814887493458922,4.814887493458922,0.0,Lipid Metabolism,0.0
